batter,bowler,total_runs,dismissals,strike_rate
Lalit Yadav,JO Holder,8,0,200
Lalit Yadav,M Pathirana,16,1,160
Lalit Yadav,M Theekshana,0,1,0
Lalit Yadav,N Rana,3,0,60
Lalit Yadav,PP Chawla,1,1,50
Lalit Yadav,R Ashwin,4,0,100
Lalit Yadav,Sandeep Sharma,3,0,100
Lalit Yadav,TA Boult,12,1,200
Lalit Yadav,TU Deshpande,2,0,50
Lalit Yadav,Vijaykumar Vyshak,2,1,40
Lalit Yadav,WD Parnell,2,0,100
Lalit Yadav,YS Chahal,11,0,157.14
Liton Das,I Sharma,4,0,133.33
Liton Das,Mukesh Kumar,0,1,0
M Jansen,A Nortje,1,0,100
M Jansen,C Green,9,0,300
M Jansen,CV Varun,0,0,0
M Jansen,K Yadav,2,0,200
M Jansen,M Pathirana,8,1,72.73
M Jansen,M Theekshana,5,0,71.43
M Jansen,MM Sharma,1,1,33.33
M Jansen,Mukesh Kumar,1,0,50
M Jansen,RA Jadeja,2,0,200
M Jansen,RP Meredith,4,1,133.33
M Jansen,Rashid Khan,2,0,66.67
M Jansen,Sandeep Sharma,1,0,100
M Jansen,TU Deshpande,2,0,66.67
M Jansen,VG Arora,1,1,50
M Markande,Arjun Tendulkar,2,0,100
M Markande,CV Varun,1,0,50
M Markande,MM Sharma,11,0,366.67
M Markande,Mohammed Shami,0,0,0
M Markande,R Tewatia,6,0,200
M Markande,Yash Dayal,1,0,50
M Shahrukh Khan,A Nortje,6,0,300
M Shahrukh Khan,A Zampa,6,0,200
M Shahrukh Khan,AS Joseph,6,0,600
M Shahrukh Khan,Avesh Khan,1,0,100
M Shahrukh Khan,CV Varun,0,0,0
M Shahrukh Khan,Harshit Rana,15,0,375
M Shahrukh Khan,J Little,2,1,100
M Shahrukh Khan,JO Holder,6,1,120
M Shahrukh Khan,KK Ahmed,0,2,0
M Shahrukh Khan,KM Asif,1,0,50
